class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
e,8.61,s,s,g,f,s,b,6.21,1.81,u,f,f,l,a
e,10.45,f,s,g,f,s,b,7.01,2.002,u,f,f,l,w
e,9.26,s,s,g,f,s,b,8.19,1.896,u,f,f,d,w
e,8.56,f,s,g,f,s,b,6.82,1.861,u,f,f,d,a
e,8.42,s,s,g,f,s,b,8.1,2.041,b,f,f,d,w
e,9.8,f,s,g,f,s,b,9.1,2.129,b,f,f,d,w
e,10.04,s,s,g,f,s,b,6.24,1.904,u,f,f,l,a
e,9.43,f,s,g,f,s,b,7.02,1.839,b,f,f,d,a
e,7.79,s,s,g,f,s,b,5.79,1.658,b,f,f,l,a
p,15.78,x,t,g,t,d,b,5.1,2.527,r,f,f,d,a
e,11.54,f,s,g,f,s,b,8.57,2.257,u,f,f,l,w
e,7.16,s,s,g,f,s,b,7.55,2.118,b,f,f,d,w
p,17.01,s,t,g,t,d,b,5.35,2.641,n,f,f,d,a
e,10.31,s,s,g,f,s,b,7.82,1.957,b,f,f,d,a
e,11.75,s,s,g,f,s,b,8.19,1.894,u,f,f,d,a
e,6.86,f,s,g,f,s,b,6.17,1.968,b,f,f,d,a
p,14.44,x,t,g,t,d,b,4.9,2.388,n,f,f,l,a
e,8.18,f,s,g,f,s,b,7.91,1.9,u,f,f,l,a
e,11.18,f,s,g,f,s,b,6.92,1.821,u,f,f,d,a
p,17.59,f,t,g,t,d,b,5.17,2.836,n,f,f,g,u
e,8.91,f,s,g,f,s,b,6.34,1.728,u,f,f,l,w
e,10.45,s,s,g,f,s,b,7.13,1.918,b,f,f,l,w
e,9.82,s,s,g,f,s,b,6.56,1.893,b,f,f,d,w
e,7.93,s,s,g,f,s,b,8.21,2.082,b,f,f,l,w
e,10.23,f,s,g,f,s,b,8.36,2.195,u,f,f,d,a
e,9.99,f,s,g,f,s,b,8.07,2.147,b,f,f,l,a
p,10.82,s,t,g,t,d,b,4.37,2.534,r,f,f,d,u
p,13.86,f,t,g,t,d,b,5.05,2.615,n,f,f,g,u
e,11.86,s,s,g,f,s,b,7.28,1.829,u,f,f,d,w
e,5.8,s,s,g,f,s,b,7.54,1.944,u,f,f,d,a
p,13.4,s,t,g,t,d,b,5.24,2.491,r,f,f,g,u
p,12.85,f,t,g,t,d,b,5.16,2.477,n,f,f,d,u
p,11.76,x,t,g,t,d,b,4.96,2.384,g,f,f,g,u
e,10.82,f,s,g,f,s,b,7.8,2.03,u,f,f,d,w
p,12.28,f,t,g,t,d,b,4.53,2.213,g,f,f,d,u
e,10.79,s,s,g,f,s,b,7.6,2.08,b,f,f,l,a
p,14.86,f,t,g,t,d,b,4.96,2.291,r,f,f,l,a
p,14.25,f,t,g,t,d,b,5.26,2.499,g,f,f,l,a
e,12.16,f,s,g,f,s,b,7.85,2.177,b,f,f,d,w
e,12.57,s,s,g,f,s,b,7.87,1.762,b,f,f,d,a
p,15.45,x,t,g,t,d,b,5.57,2.833,g,f,f,l,a
p,13.17,s,t,g,t,d,b,5.24,2.545,g,f,f,l,a
p,16.55,x,t,g,t,d,b,5.45,2.647,n,f,f,g,a
e,9.54,f,s,g,f,s,b,6.9,1.977,u,f,f,d,w
p,9.78,s,t,g,t,d,b,4.56,2.252,r,f,f,g,u
e,11.6,s,s,g,f,s,b,7.55,1.887,b,f,f,l,a
e,10.83,f,s,g,f,s,b,6.95,1.943,b,f,f,d,w
e,10.95,f,s,g,f,s,b,7.27,1.89,u,f,f,l,a
e,7.74,s,i,l,f,s,b,6.75,1.907,b,f,f,d,a
e,10.48,s,i,l,f,s,b,7.92,2.001,b,f,f,d,a
e,9.95,s,i,l,f,s,b,7.59,1.925,u,f,f,l,w
e,11.71,s,i,l,f,s,b,7.09,2.037,b,f,f,l,w
e,7.61,s,i,l,f,s,b,6.65,2.009,u,f,f,d,a
e,14.11,s,i,l,f,s,b,9.62,2.192,b,f,f,d,w
e,10.96,f,i,l,f,s,b,7.23,1.915,b,f,f,l,a
e,9.33,f,i,l,f,s,b,7.36,1.894,b,f,f,d,w
e,10.44,s,i,l,f,s,b,7.1,2.116,b,f,f,d,w
e,8.54,s,i,l,f,s,b,8.52,1.984,u,f,f,d,w
e,11.0,f,i,l,f,s,b,8.28,1.988,u,f,f,l,w
e,12.51,s,i,l,f,s,b,8.0,2.05,u,f,f,d,a
e,14.75,f,i,l,f,s,b,8.4,2.211,b,f,f,l,a
e,11.15,f,i,l,f,s,b,6.98,1.786,u,f,f,d,w
e,10.71,f,i,l,f,s,b,8.24,1.989,b,f,f,d,a
e,10.07,f,i,l,f,s,b,8.63,2.229,b,f,f,d,a
e,10.1,s,i,l,f,s,b,7.59,2.227,u,f,f,d,a
e,9.48,f,i,l,f,s,b,7.28,2.091,u,f,f,l,a
e,8.61,f,i,l,f,s,b,8.41,2.004,b,f,f,d,w
e,9.31,f,i,l,f,s,b,8.09,1.804,b,f,f,l,w
e,10.74,s,i,l,f,s,b,7.63,1.95,b,f,f,d,w
e,9.73,f,i,l,f,s,b,6.58,1.864,b,f,f,d,a
e,13.41,f,i,l,f,s,b,6.7,2.056,b,f,f,d,a
e,10.14,s,i,l,f,s,b,7.46,2.054,b,f,f,d,a
e,10.07,f,i,l,f,s,b,6.94,1.934,u,f,f,d,a
e,13.17,s,i,l,f,s,b,7.46,2.048,b,f,f,l,w
e,13.15,f,i,l,f,s,b,8.26,2.119,u,f,f,l,w
e,10.64,f,i,l,f,s,b,8.66,2.09,b,f,f,l,a
e,8.43,f,i,l,f,s,b,7.03,2.027,b,f,f,d,a
e,7.68,f,i,l,f,s,b,6.38,1.848,u,f,f,l,w
e,11.84,s,i,l,f,s,b,7.64,2.056,u,f,f,d,a
e,7.02,s,i,l,f,s,b,8.11,2.126,b,f,f,l,a
e,9.0,s,i,l,f,s,b,6.76,2.166,u,f,f,l,w
e,6.9,s,i,l,f,s,b,6.24,1.917,u,f,f,l,w
e,9.9,f,i,l,f,s,b,7.12,1.991,b,f,f,d,a
e,11.75,f,i,l,f,s,b,8.47,2.11,u,f,f,d,w
e,10.64,f,i,l,f,s,b,8.33,2.053,u,f,f,d,w
e,10.44,s,i,l,f,s,b,7.87,1.799,u,f,f,d,a
e,11.09,f,t,n,f,s,b,8.28,2.239,u,f,f,l,w
p,5.57,s,t,n,t,d,b,6.2,0.539,n,f,f,d,u
e,11.27,f,t,n,f,s,b,8.63,2.279,b,f,f,d,a
p,6.91,s,t,n,t,d,b,6.68,0.613,n,f,f,d,u
p,13.6,x,t,n,t,d,b,4.83,2.562,n,f,f,l,a
p,5.72,s,t,n,t,d,b,6.58,0.623,e,f,f,d,a
p,16.41,x,t,n,t,d,b,5.19,2.708,n,f,f,g,a
p,6.57,s,t,n,t,d,b,7.32,0.671,e,f,f,d,u
p,5.41,s,t,n,t,d,b,5.92,0.597,n,f,f,d,u
e,7.06,f,t,n,f,s,b,5.37,1.59,u,f,f,l,w
p,4.57,s,t,n,t,d,b,5.45,0.456,e,f,f,d,u
e,12.0,s,t,n,f,s,b,8.16,2.134,b,f,f,l,a
p,4.19,s,t,n,t,d,b,4.69,0.606,e,f,f,d,a
e,6.58,s,t,n,f,s,b,7.37,2.091,u,f,f,d,a
p,6.21,s,t,n,t,d,b,6.27,0.57,n,f,f,d,u
p,5.39,s,t,n,t,d,b,5.86,0.567,e,f,f,d,a
p,13.86,f,t,n,t,d,b,5.12,2.506,n,f,f,g,a
p,6.8,s,t,n,t,d,b,7.07,0.73,e,f,f,d,u
e,7.54,f,t,n,f,s,b,8.12,1.945,b,f,f,d,a
e,6.08,s,t,n,f,s,b,6.26,1.656,u,f,f,l,a
e,8.45,f,t,n,f,s,b,7.87,2.04,u,f,f,l,w
e,8.66,s,t,n,f,s,b,6.8,1.965,b,f,f,l,a
p,5.28,s,t,n,t,d,b,5.63,0.569,e,f,f,d,a
e,10.52,s,t,n,f,s,b,8.19,2.141,b,f,f,l,a
p,12.98,f,t,n,t,d,b,4.7,2.486,g,f,f,l,a
e,6.27,f,t,n,f,s,b,5.14,1.637,b,f,f,l,w
e,11.34,s,t,n,f,s,b,8.22,2.107,b,f,f,d,w
p,10.1,s,t,n,t,d,b,4.93,2.385,n,f,f,l,a
p,11.94,x,t,n,t,d,b,4.93,2.454,r,f,f,l,u
p,6.0,s,t,n,t,d,b,6.95,0.609,n,f,f,d,u
e,11.12,f,t,n,f,s,b,7.63,2.053,u,f,f,d,a
p,4.87,s,t,n,t,d,b,5.67,0.65,n,f,f,d,u
p,10.44,x,t,n,t,d,b,5.05,2.265,r,f,f,d,u
p,5.64,s,t,n,t,d,b,5.83,0.647,n,f,f,d,a
p,6.28,s,t,n,t,d,b,6.45,0.61,n,f,f,d,a
e,9.88,s,t,n,f,s,b,8.43,2.101,u,f,f,d,a
p,6.17,s,t,n,t,d,b,5.98,0.588,e,f,f,d,u
p,4.89,s,t,n,t,d,b,5.04,0.524,e,f,f,d,u
p,4.71,s,t,n,t,d,b,5.52,0.59,e,f,f,d,a
p,4.86,s,t,n,t,d,b,6.0,0.587,n,f,f,d,a
p,15.33,x,t,n,t,d,b,5.16,2.66,n,f,f,g,a
e,12.85,f,t,n,f,s,b,8.59,2.021,b,f,f,l,w
p,4.65,s,t,n,t,d,b,5.62,0.591,n,f,f,d,a
p,16.48,f,t,n,t,d,b,5.33,2.587,n,f,f,g,a
p,5.92,s,t,n,t,d,b,7.01,0.678,n,f,f,d,u
p,6.34,s,t,n,t,d,b,6.01,0.619,e,f,f,d,a
e,10.93,f,t,n,f,s,b,7.79,2.028,u,f,f,l,a
e,9.87,s,t,n,f,s,b,8.23,2.078,u,f,f,l,w
p,14.63,x,t,n,t,d,b,5.03,2.511,r,f,f,g,u
p,5.08,s,t,n,t,d,b,6.82,0.665,n,f,f,d,a
p,12.05,s,t,n,t,d,b,5.08,2.516,g,f,f,d,a
p,5.2,s,t,n,t,d,b,6.97,0.646,n,f,f,d,u
p,10.53,x,t,n,t,d,b,5.09,2.41,r,f,f,l,u
p,15.79,s,t,n,t,d,b,5.27,2.761,r,f,f,l,a
e,10.04,s,t,n,f,s,b,6.96,2.087,b,f,f,l,a
e,9.93,s,t,n,f,s,b,8.66,2.283,u,f,f,d,a
p,4.42,s,t,n,t,d,b,6.52,0.578,e,f,f,d,a
e,9.54,s,t,n,f,s,b,7.7,2.092,u,f,f,d,a
e,10.48,f,t,n,f,s,b,8.51,1.893,b,f,f,l,w
e,10.03,s,t,n,f,s,b,7.07,1.834,u,f,f,l,a
e,13.69,f,t,n,f,s,b,8.09,2.118,u,f,f,d,a
p,5.05,s,t,n,t,d,b,5.98,0.632,n,f,f,d,a
e,9.86,f,t,n,f,s,b,6.46,1.977,b,f,f,l,a
p,5.17,s,t,n,t,d,b,5.39,0.503,n,f,f,d,u
p,5.66,s,t,n,t,d,b,5.46,0.589,e,f,f,d,a
p,13.09,x,t,n,t,d,b,5.19,2.644,r,f,f,d,a
p,5.35,s,t,n,t,d,b,5.95,0.494,n,f,f,d,a
e,10.41,f,t,n,f,s,b,7.68,2.006,b,f,f,d,a
p,3.17,s,t,n,t,d,b,4.75,0.488,e,f,f,d,u
e,9.2,s,t,n,f,s,b,7.47,1.988,b,f,f,l,w
p,5.43,s,t,n,t,d,b,6.18,0.571,n,f,f,d,a
p,8.25,f,t,n,t,d,b,4.89,2.434,n,f,f,g,a
p,5.43,s,t,n,t,d,b,6.49,0.643,n,f,f,d,a
e,8.9,s,t,n,f,s,b,8.15,1.968,u,f,f,l,a
p,5.82,s,t,n,t,d,b,5.92,0.565,e,f,f,d,u
p,5.08,s,t,n,t,d,b,5.72,0.543,e,f,f,d,a
p,5.67,s,t,n,t,d,b,6.53,0.649,e,f,f,d,u
p,12.72,x,t,n,t,d,b,4.66,2.471,n,f,f,g,u
p,4.9,s,t,n,t,d,b,5.31,0.552,e,f,f,d,a
p,4.66,s,t,n,t,d,b,5.99,0.556,e,f,f,d,a
p,4.5,s,t,n,t,d,b,5.78,0.524,n,f,f,d,u
e,10.92,s,t,n,f,s,b,7.77,2.131,u,f,f,l,w
p,5.14,s,t,n,t,d,b,6.48,0.54,n,f,f,d,a
p,5.69,s,t,n,t,d,b,5.98,0.63,n,f,f,d,a
e,9.16,s,t,n,f,s,b,7.33,1.879,b,f,f,l,a
p,9.9,s,t,n,t,d,b,4.64,2.581,r,f,f,l,a
p,5.63,s,t,n,t,d,b,5.89,0.604,e,f,f,d,u
e,11.58,s,t,n,f,s,b,7.5,1.876,b,f,f,l,a
p,6.78,s,t,n,t,d,b,7.38,0.733,n,f,f,d,u
e,8.69,f,t,n,f,s,b,7.92,2.085,b,f,f,d,w
p,14.95,x,t,n,t,d,b,4.97,2.453,r,f,f,g,a
p,5.88,s,t,n,t,d,b,5.2,0.584,e,f,f,d,u
p,6.21,s,t,n,t,d,b,6.78,0.684,e,f,f,d,a
e,8.95,s,t,n,f,s,b,7.3,1.979,u,f,f,d,w
e,8.21,f,t,n,f,s,b,8.55,2.097,b,f,f,d,a
p,17.31,s,t,n,t,d,b,4.96,2.766,r,f,f,g,u
e,9.99,s,t,n,f,s,b,7.69,1.934,u,f,f,d,a
p,5.45,s,t,n,t,d,b,5.98,0.621,e,f,f,d,a
e,9.06,s,t,n,f,s,b,7.43,1.857,u,f,f,l,w
e,9.62,f,t,n,f,s,b,8.52,2.071,u,f,f,d,a
p,5.13,s,t,n,t,d,b,6.49,0.645,e,f,f,d,u
e,12.19,s,t,n,f,s,b,7.71,1.981,u,f,f,d,a
e,10.85,f,t,n,f,s,b,8.14,1.903,b,f,f,d,a
p,5.34,s,t,n,t,d,b,5.08,0.57,n,f,f,d,u
e,9.3,s,t,n,f,s,b,6.9,2.159,u,f,f,d,a
p,5.3,s,t,n,t,d,b,4.78,0.489,e,f,f,d,a
p,5.2,s,t,n,t,d,b,4.7,0.426,n,f,f,d,a
p,4.09,s,t,n,t,d,b,6.37,0.596,e,f,f,d,u
p,6.38,s,t,n,t,d,b,7.24,0.68,e,f,f,d,u
p,11.61,s,t,n,t,d,b,5.0,2.502,g,f,f,d,a
p,4.68,s,t,n,t,d,b,5.97,0.648,e,f,f,d,u
p,16.44,f,t,n,t,d,b,5.28,2.721,r,f,f,l,u
p,5.5,s,t,n,t,d,b,6.22,0.677,n,f,f,d,a
p,4.8,s,t,n,t,d,b,6.45,0.572,n,f,f,d,a
e,10.83,s,t,n,f,s,b,8.21,2.109,u,f,f,d,a
p,5.73,s,t,n,t,d,b,6.47,0.611,n,f,f,d,u
p,7.53,s,t,n,t,d,b,7.08,0.776,e,f,f,d,u
e,12.51,f,t,n,f,s,b,8.81,2.206,u,f,f,l,w
p,4.42,s,t,n,t,d,b,5.25,0.557,n,f,f,d,u
p,4.82,s,t,n,t,d,b,5.26,0.539,n,f,f,d,u
e,11.64,f,t,n,f,s,b,8.3,1.983,u,f,f,d,w
e,11.51,s,t,n,f,s,b,7.14,2.018,u,f,f,d,a
p,5.86,s,t,n,t,d,b,6.46,0.654,n,f,f,d,a
p,5.4,s,t,n,t,d,b,6.37,0.655,e,f,f,d,u
e,9.14,f,e,b,f,d,b,5.32,2.125,w,t,f,d,a
e,11.77,f,e,b,f,d,b,4.93,1.93,w,t,f,d,a
e,7.81,f,e,b,f,d,b,4.83,1.987,w,t,f,d,a
e,10.67,f,e,b,f,d,b,4.92,2.186,w,t,f,d,a
e,7.83,f,e,b,f,d,b,4.84,1.941,w,t,f,d,a
e,11.47,f,e,b,f,d,b,4.97,2.14,w,t,f,d,a
e,9.99,f,e,b,f,d,b,4.58,2.009,w,t,f,d,a
e,6.73,s,d,b,f,d,b,5.96,1.205,w,f,f,g,w
e,5.52,f,s,b,f,d,b,4.8,1.048,w,f,f,m,w
e,10.33,f,e,b,f,d,b,5.57,2.121,w,t,f,d,a
e,9.66,f,e,b,f,d,b,4.26,1.645,w,t,f,d,a
e,8.93,f,e,b,f,d,b,4.56,1.877,w,t,f,d,a
e,12.01,f,e,b,f,d,b,5.27,2.264,w,t,f,d,a
e,5.83,s,s,b,f,d,b,5.19,1.209,w,f,f,g,w
e,6.21,x,s,b,f,d,b,6.11,1.265,w,f,f,d,a
e,10.8,f,e,b,f,d,b,4.87,1.947,w,t,f,d,a
e,9.09,f,e,b,f,d,b,4.48,1.677,w,t,f,d,a
e,8.14,f,s,b,f,d,b,5.47,1.274,w,f,f,m,w
e,6.81,x,s,b,f,d,b,6.28,1.328,w,f,f,g,a
e,9.23,f,e,b,f,d,b,4.97,1.685,w,t,f,d,a
e,10.3,f,e,b,f,d,b,5.21,2.272,w,t,f,d,a
e,9.98,f,e,b,f,d,b,5.1,1.998,w,t,f,d,a
e,11.44,f,e,b,f,d,b,5.08,2.225,w,t,f,d,a
e,7.9,f,e,b,f,d,b,4.61,1.526,w,t,f,d,a
e,8.72,f,e,b,f,d,b,5.01,1.927,w,t,f,d,a
e,10.38,f,e,b,f,d,b,5.34,2.041,w,t,f,d,a
e,11.93,f,e,b,f,d,b,5.27,2.025,w,t,f,d,a
e,6.96,x,s,b,f,d,b,6.52,1.228,w,f,f,m,a
e,8.94,f,e,b,f,d,b,4.38,1.774,w,t,f,d,a
e,9.53,f,e,b,f,d,b,5.12,2.152,w,t,f,d,a
e,11.55,f,e,b,f,d,b,5.11,1.955,w,t,f,d,a
e,11.37,f,e,b,f,d,b,5.56,2.29,w,t,f,d,a
e,10.66,f,e,b,f,d,b,5.39,2.149,w,t,f,d,a
e,8.87,f,e,b,f,d,b,4.92,2.064,w,t,f,d,a
e,10.52,f,e,b,f,d,b,4.95,1.903,w,t,f,d,a
e,5.41,f,d,b,f,d,b,5.2,1.14,w,f,f,d,w
e,12.1,f,e,b,f,d,b,5.01,2.012,w,t,f,d,a
e,11.89,f,e,b,f,d,b,5.84,2.372,w,t,f,d,a
e,12.1,f,e,b,f,d,b,5.07,1.977,w,t,f,d,a
e,10.1,f,e,b,f,d,b,4.72,1.837,w,t,f,d,a
e,9.35,f,e,b,f,d,b,4.26,1.491,w,t,f,d,a
e,7.46,s,s,b,f,d,b,5.53,1.151,w,f,f,d,w
e,12.27,f,e,b,f,d,b,4.74,1.892,w,t,f,d,a
e,8.55,f,e,b,f,d,b,5.21,1.912,w,t,f,d,a
e,11.02,f,e,b,f,d,b,4.84,1.932,w,t,f,d,a
e,9.64,f,e,b,f,d,b,5.15,2.163,w,t,f,d,a
e,4.4,x,s,b,f,d,b,5.27,1.183,w,f,f,g,w
e,4.6,s,s,b,f,d,b,5.2,1.045,w,f,f,d,w
e,10.16,f,e,b,f,d,b,4.76,2.147,w,t,f,d,a
e,9.02,f,e,b,f,d,b,5.01,1.941,w,t,f,d,a
e,10.29,f,e,b,f,d,b,4.62,1.677,w,t,f,d,a
e,9.83,f,e,b,f,d,b,4.72,1.874,w,t,f,d,a
e,9.58,f,e,b,f,d,b,4.95,1.977,w,t,f,d,a
e,9.12,f,e,b,f,d,b,4.9,1.934,w,t,f,d,a
e,11.01,f,e,b,f,d,b,4.65,1.704,w,t,f,d,a
e,7.39,f,e,b,f,d,b,4.08,1.541,w,t,f,d,a
e,9.21,f,e,b,f,d,b,5.29,2.082,w,t,f,d,a
e,6.31,s,d,b,f,d,b,5.46,1.282,w,f,f,d,w
e,11.99,f,e,b,f,d,b,5.03,1.984,w,t,f,d,a
e,4.87,f,d,b,f,d,b,6.54,1.287,w,f,f,d,a
e,3.7,f,s,b,f,d,b,5.83,1.116,w,f,f,m,w
e,10.89,f,e,b,f,d,b,4.74,2.032,w,t,f,d,a
e,6.54,s,s,b,f,d,b,6.57,1.17,w,f,f,d,w
e,5.31,s,s,b,f,d,b,5.87,1.248,w,f,f,m,a
e,10.45,f,e,b,f,d,b,5.4,2.156,w,t,f,d,a
e,9.75,f,e,b,f,d,b,5.02,2.022,w,t,f,d,a
e,10.29,f,e,b,f,d,b,4.23,1.941,w,t,f,d,a
e,8.45,f,e,b,f,d,b,4.86,2.05,w,t,f,d,a
e,11.82,f,e,b,f,d,b,5.44,2.352,w,t,f,d,a
e,7.27,s,s,b,f,d,b,5.4,1.101,w,f,f,d,a
e,11.15,f,e,b,f,d,b,5.33,1.945,w,t,f,d,a
e,11.0,f,e,b,f,d,b,4.99,1.957,w,t,f,d,a
e,6.93,x,d,b,f,d,b,6.81,1.318,w,f,f,m,w
e,11.69,f,e,b,f,d,b,5.54,2.0,w,t,f,d,a
e,9.88,f,e,b,f,d,b,4.89,1.983,w,t,f,d,a
e,6.66,f,s,b,f,d,b,6.86,1.323,w,f,f,d,w
e,10.86,f,e,b,f,d,b,4.88,1.949,w,t,f,d,a
e,11.58,f,e,b,f,d,b,5.28,2.237,w,t,f,d,a
e,8.67,f,e,b,f,d,b,4.14,1.685,w,t,f,d,a
e,10.57,f,e,b,f,d,b,5.0,2.029,w,t,f,d,a
e,10.15,f,e,b,f,d,b,4.38,1.819,w,t,f,d,a
e,8.76,f,e,b,f,d,b,4.72,1.715,w,t,f,d,a
e,10.34,f,e,b,f,d,b,5.05,1.955,w,t,f,d,a
e,7.62,f,e,b,f,d,b,5.31,2.113,w,t,f,d,a
e,10.91,f,e,b,f,d,b,4.4,1.879,w,t,f,d,a
e,8.68,f,e,b,f,d,b,4.22,1.661,w,t,f,d,a
e,11.83,f,e,b,f,d,b,5.3,2.033,w,t,f,d,a
e,8.44,f,e,b,f,d,b,4.96,2.138,w,t,f,d,a
e,9.96,f,e,b,f,d,b,4.64,2.071,w,t,f,d,a
e,11.08,f,e,b,f,d,b,4.65,1.838,w,t,f,d,a
e,6.35,s,s,b,f,d,b,5.02,1.212,w,f,f,g,a
e,11.79,f,e,b,f,d,b,5.27,2.095,w,t,f,d,a
e,10.51,f,e,b,f,d,b,5.43,1.977,w,t,f,d,a
e,10.01,f,e,b,f,d,b,5.41,2.151,w,t,f,d,a
e,8.65,f,e,b,f,d,b,4.57,1.527,w,t,f,d,a
e,9.41,f,e,b,f,d,b,4.77,1.896,w,t,f,d,a
e,9.75,f,e,b,f,d,b,4.92,1.831,w,t,f,d,a
e,5.28,s,d,b,f,d,b,5.1,1.143,w,f,f,d,w
e,10.35,f,e,b,f,d,b,5.16,1.631,w,t,f,d,a
e,7.18,s,d,b,f,d,b,5.2,1.283,w,f,f,d,a
e,7.54,f,e,b,f,d,b,5.11,2.03,w,t,f,d,a
e,11.49,f,e,b,f,d,b,5.24,2.278,w,t,f,d,a
e,10.18,f,e,b,f,d,b,5.01,2.083,w,t,f,d,a
e,10.35,f,e,b,f,d,b,4.93,2.004,w,t,f,d,a
e,3.79,f,s,b,f,d,b,5.95,1.231,w,f,f,g,w
e,9.02,f,e,b,f,d,b,4.59,1.941,w,t,f,d,a
e,9.44,f,e,b,f,d,b,4.03,1.822,w,t,f,d,a
e,11.92,f,e,b,f,d,b,5.93,2.339,w,t,f,d,a
e,11.09,f,e,b,f,d,b,5.04,2.208,w,t,f,d,a
e,8.66,f,e,b,f,d,b,4.86,1.82,w,t,f,d,a
e,8.0,f,e,b,f,d,b,4.72,1.886,w,t,f,d,a
e,9.13,f,e,b,f,d,b,5.03,1.874,w,t,f,d,a
e,7.67,f,e,b,f,d,b,5.06,2.02,w,t,f,d,a
e,10.41,f,e,b,f,d,b,4.91,1.998,w,t,f,d,a
e,11.07,f,e,b,f,d,b,5.22,2.116,w,t,f,d,a
e,10.21,f,e,b,f,d,b,4.79,1.921,w,t,f,d,a
e,12.09,f,e,b,f,d,b,5.11,2.084,w,t,f,d,a
e,8.75,f,e,b,f,d,b,4.42,1.877,w,t,f,d,a
e,12.14,f,e,b,f,d,b,5.21,2.088,w,t,f,d,a
e,9.6,f,e,b,f,d,b,5.43,1.865,w,t,f,d,a
e,11.38,f,e,b,f,d,b,4.64,1.749,w,t,f,d,a
e,10.23,f,e,b,f,d,b,5.29,2.242,w,t,f,d,a
e,11.1,f,e,b,f,d,b,5.19,2.089,w,t,f,d,a
e,6.32,f,s,b,f,d,b,6.26,1.26,w,f,f,g,w
e,10.09,f,e,b,f,d,b,4.98,1.77,w,t,f,d,a
e,12.92,f,e,b,f,d,b,5.15,1.957,w,t,f,d,a
e,11.74,f,e,b,f,d,b,5.58,2.205,w,t,f,d,a
e,6.23,s,d,b,f,d,b,5.89,1.213,w,f,f,g,a
e,9.84,f,e,b,f,d,b,4.89,1.948,w,t,f,d,a
e,4.18,x,s,b,f,d,b,4.57,1.163,w,f,f,d,w
e,9.17,f,e,b,f,d,b,4.58,1.963,w,t,f,d,a
e,11.57,f,e,b,f,d,b,5.17,2.106,w,t,f,d,a
e,10.78,f,e,b,f,d,b,4.92,2.201,w,t,f,d,a
e,10.63,f,e,b,f,d,b,4.6,1.823,w,t,f,d,a
e,10.73,f,e,b,f,d,b,5.25,2.168,w,t,f,d,a
e,8.42,f,e,b,f,d,b,5.1,1.997,w,t,f,d,a
e,10.31,f,e,b,f,d,b,4.95,1.994,w,t,f,d,a
e,10.65,f,e,b,f,d,b,5.35,2.022,w,t,f,d,a
e,11.77,f,e,b,f,d,b,5.55,2.119,w,t,f,d,a
e,8.32,f,e,b,f,d,b,4.23,1.548,w,t,f,d,a
e,12.06,f,e,b,f,d,b,4.83,1.987,w,t,f,d,a
e,9.13,f,e,b,f,d,b,4.86,1.878,w,t,f,d,a
